path,offset,cls,source,group,split,external,note
C:\Users\User\documents\data\generic_negative\gsc_down_18e910f4_nohash_0.wav,0,other,gsc,gsc:18e910f4,train,0,
C:\Users\User\documents\data\generic_negative\gsc_follow_18e910f4_nohash_2.wav,0,other,gsc,gsc:18e910f4,train,0,
C:\Users\User\documents\data\generic_negative\gsc_four_499be02e_nohash_1.wav,0,other,gsc,gsc:499be02e,train,0,
C:\Users\User\documents\data\generic_negative\gsc_bed_09ddc105_nohash_1.wav,0,other,gsc,gsc:09ddc105,train,0,
C:\Users\User\documents\data\generic_negative\gsc_house_f638a812_nohash_0.wav,0,other,gsc,gsc:f638a812,train,0,
C:\Users\User\documents\data\generic_negative\gsc_follow_0cb74144_nohash_2.wav,0,other,gsc,gsc:0cb74144,train,0,
C:\Users\User\documents\data\generic_negative\gsc_down_80be36a2_nohash_0.wav,0,other,gsc,gsc:80be36a2,train,0,
C:\Users\User\documents\data\generic_negative\gsc_stop_7f74626f_nohash_0.wav,0,other,gsc,gsc:7f74626f,train,0,
C:\Users\User\documents\data\generic_negative\gsc_sheila_de4f7798_nohash_0.wav,0,other,gsc,gsc:de4f7798,train,0,
C:\Users\User\documents\data\generic_negative\gsc_bird_d7a58714_nohash_2.wav,0,other,gsc,gsc:d7a58714,train,0,
C:\Users\User\documents\data\generic_negative\gsc_backward_d4dddb92_nohash_2.wav,0,other,gsc,gsc:d4dddb92,val,0,
C:\Users\User\documents\data\generic_negative\gsc_tree_8c4854bc_nohash_1.wav,0,other,gsc,gsc:8c4854bc,train,0,
C:\Users\User\documents\data\generic_negative\gsc_dog_6414258b_nohash_1.wav,0,other,gsc,gsc:6414258b,train,0,
C:\Users\User\documents\data\generic_negative\gsc_bird_65d844fc_nohash_0.wav,0,other,gsc,gsc:65d844fc,train,0,
C:\Users\User\documents\data\generic_negative\gsc_learn_cb62dbf1_nohash_3.wav,0,other,gsc,gsc:cb62dbf1,train,0,
C:\Users\User\documents\data\generic_negative\gsc_right_cb62dbf1_nohash_2.wav,0,other,gsc,gsc:cb62dbf1,train,0,
C:\Users\User\documents\data\generic_negative\gsc_go_196e84b7_nohash_0.wav,0,other,gsc,gsc:196e84b7,train,0,
C:\Users\User\documents\data\generic_negative\gsc_house_4e8c5516_nohash_2.wav,0,other,gsc,gsc:4e8c5516,train,0,
C:\Users\User\documents\data\generic_negative\gsc_five_f0659908_nohash_1.wav,0,other,gsc,gsc:f0659908,train,0,
C:\Users\User\documents\data\generic_negative\gsc_cat_5db0e146_nohash_0.wav,0,other,gsc,gsc:5db0e146,val,0,
C:\Users\User\documents\data\generic_negative\gsc_two_8a90cf67_nohash_0.wav,0,other,gsc,gsc:8a90cf67,train,0,
C:\Users\User\documents\data\generic_negative\gsc_four_a05a90c1_nohash_1.wav,0,other,gsc,gsc:a05a90c1,train,0,
C:\Users\User\documents\data\generic_negative\gsc_three_7d6b4b10_nohash_0.wav,0,other,gsc,gsc:7d6b4b10,train,0,
C:\Users\User\documents\data\generic_negative\gsc_cat_f798ac78_nohash_0.wav,0,other,gsc,gsc:f798ac78,train,0,
C:\Users\User\documents\data\generic_negative\gsc_four_a77fbcfd_nohash_3.wav,0,other,gsc,gsc:a77fbcfd,test,0,
C:\Users\User\documents\data\generic_negative\gsc_house_82b99576_nohash_0.wav,0,other,gsc,gsc:82b99576,train,0,
C:\Users\User\documents\data\generic_negative\gsc_cat_c87a578d_nohash_1.wav,0,other,gsc,gsc:c87a578d,train,0,
C:\Users\User\documents\data\generic_negative\gsc_tree_161fcca8_nohash_3.wav,0,other,gsc,gsc:161fcca8,train,0,
C:\Users\User\documents\data\generic_negative\gsc_go_87728a88_nohash_0.wav,0,other,gsc,gsc:87728a88,train,0,
C:\Users\User\documents\data\generic_negative\gsc_yes_5c43ac9f_nohash_0.wav,0,other,gsc,gsc:5c43ac9f,val,0,
C:\Users\User\documents\data\generic_negative\gsc_go_39999a0f_nohash_1.wav,0,other,gsc,gsc:39999a0f,val,0,
C:\Users\User\documents\data\generic_negative\gsc_follow_69a1a79f_nohash_2.wav,0,other,gsc,gsc:69a1a79f,val,0,
C:\Users\User\documents\data\generic_negative\gsc_sheila_efab2cbd_nohash_0.wav,0,other,gsc,gsc:efab2cbd,test,0,
C:\Users\User\documents\data\generic_negative\gsc_marvin_f3957e23_nohash_0.wav,0,other,gsc,gsc:f3957e23,test,0,
C:\Users\User\documents\data\generic_negative\gsc_happy_3a53b856_nohash_0.wav,0,other,gsc,gsc:3a53b856,train,0,
C:\Users\User\documents\data\generic_negative\gsc_down_4c3cddb8_nohash_2.wav,0,other,gsc,gsc:4c3cddb8,train,0,
C:\Users\User\documents\data\generic_negative\gsc_six_ee1d8d49_nohash_2.wav,0,other,gsc,gsc:ee1d8d49,train,0,
C:\Users\User\documents\data\generic_negative\gsc_dog_179a61b7_nohash_0.wav,0,other,gsc,gsc:179a61b7,val,0,
C:\Users\User\documents\data\generic_negative\gsc_happy_88e90bc1_nohash_1.wav,0,other,gsc,gsc:88e90bc1,train,0,
C:\Users\User\documents\data\generic_negative\gsc_no_beb49c22_nohash_0.wav,0,other,gsc,gsc:beb49c22,train,0,
C:\Users\User\documents\data\generic_negative\gsc_two_e71a9381_nohash_2.wav,0,other,gsc,gsc:e71a9381,train,0,
C:\Users\User\documents\data\generic_negative\gsc_dog_c0e8f5a1_nohash_0.wav,0,other,gsc,gsc:c0e8f5a1,val,0,
C:\Users\User\documents\data\generic_negative\gsc_four_cf8d91cf_nohash_0.wav,0,other,gsc,gsc:cf8d91cf,test,0,
C:\Users\User\documents\data\generic_negative\gsc_eight_3b4f8f24_nohash_1.wav,0,other,gsc,gsc:3b4f8f24,train,0,
C:\Users\User\documents\data\generic_negative\gsc_cat_637c702a_nohash_0.wav,0,other,gsc,gsc:637c702a,train,0,
C:\Users\User\documents\data\generic_negative\gsc_cat_1b42b551_nohash_0.wav,0,other,gsc,gsc:1b42b551,train,0,
C:\Users\User\documents\data\generic_negative\gsc_happy_824e8ce5_nohash_0.wav,0,other,gsc,gsc:824e8ce5,train,0,
C:\Users\User\documents\data\generic_negative\gsc_go_25132942_nohash_0.wav,0,other,gsc,gsc:25132942,val,0,
C:\Users\User\documents\data\generic_negative\gsc_down_686d030b_nohash_2.wav,0,other,gsc,gsc:686d030b,test,0,
C:\Users\User\documents\data\generic_negative\gsc_follow_66e8a4ec_nohash_0.wav,0,other,gsc,gsc:66e8a4ec,test,0,
C:\Users\User\documents\data\generic_negative\gsc_marvin_d486fb84_nohash_1.wav,0,other,gsc,gsc:d486fb84,test,0,
C:\Users\User\documents\data\generic_negative\gsc_down_eaa83485_nohash_1.wav,0,other,gsc,gsc:eaa83485,val,0,
C:\Users\User\documents\data\generic_negative\gsc_left_df1d5024_nohash_0.wav,0,other,gsc,gsc:df1d5024,train,0,
C:\Users\User\documents\data\generic_negative\gsc_learn_24a3e589_nohash_0.wav,0,other,gsc,gsc:24a3e589,val,0,
C:\Users\User\documents\data\generic_negative\gsc_bird_e63b69c5_nohash_1.wav,0,other,gsc,gsc:e63b69c5,test,0,
C:\Users\User\documents\data\generic_negative\gsc_happy_c50225fa_nohash_1.wav,0,other,gsc,gsc:c50225fa,test,0,
C:\Users\User\documents\data\generic_negative\gsc_learn_676f8138_nohash_2.wav,0,other,gsc,gsc:676f8138,train,0,
C:\Users\User\documents\data\generic_negative\gsc_off_fcb25a78_nohash_2.wav,0,other,gsc,gsc:fcb25a78,val,0,
C:\Users\User\documents\data\generic_negative\gsc_down_e6e29c47_nohash_0.wav,0,other,gsc,gsc:e6e29c47,train,0,
C:\Users\User\documents\data\generic_negative\gsc_backward_2aca1e72_nohash_5.wav,0,other,gsc,gsc:2aca1e72,train,0,
C:\Users\User\documents\data\generic_negative\gsc_two_2aca1e72_nohash_0.wav,0,other,gsc,gsc:2aca1e72,train,0,
C:\Users\User\documents\data\generic_negative\gsc_stop_6c968bd9_nohash_1.wav,0,other,gsc,gsc:6c968bd9,test,0,
C:\Users\User\documents\data\generic_negative\gsc_yes_f2e9b610_nohash_3.wav,0,other,gsc,gsc:f2e9b610,train,0,
C:\Users\User\documents\data\generic_negative\gsc_wow_de89e2ca_nohash_1.wav,0,other,gsc,gsc:de89e2ca,train,0,
C:\Users\User\documents\data\generic_negative\gsc_four_fb8c31a9_nohash_1.wav,0,other,gsc,gsc:fb8c31a9,test,0,
C:\Users\User\documents\data\generic_negative\gsc_learn_32ad5b65_nohash_1.wav,0,other,gsc,gsc:32ad5b65,train,0,
C:\Users\User\documents\data\generic_negative\gsc_one_c79159aa_nohash_1.wav,0,other,gsc,gsc:c79159aa,train,0,
C:\Users\User\documents\data\generic_negative\gsc_wow_df280250_nohash_0.wav,0,other,gsc,gsc:df280250,train,0,
C:\Users\User\documents\data\generic_negative\gsc_zero_4e6902d0_nohash_3.wav,0,other,gsc,gsc:4e6902d0,train,0,
C:\Users\User\documents\data\generic_negative\gsc_up_fa52ddf6_nohash_4.wav,0,other,gsc,gsc:fa52ddf6,val,0,
C:\Users\User\documents\data\generic_negative\gsc_learn_fc3ba625_nohash_3.wav,0,other,gsc,gsc:fc3ba625,val,0,
C:\Users\User\documents\data\generic_negative\gsc_up_0d90d8e1_nohash_4.wav,0,other,gsc,gsc:0d90d8e1,train,0,
C:\Users\User\documents\data\generic_negative\gsc_bed_9efe5140_nohash_1.wav,0,other,gsc,gsc:9efe5140,train,0,
C:\Users\User\documents\data\generic_negative\gsc_bird_b0ae6326_nohash_0.wav,0,other,gsc,gsc:b0ae6326,train,0,
C:\Users\User\documents\data\generic_negative\gsc_down_dfb6450b_nohash_0.wav,0,other,gsc,gsc:dfb6450b,test,0,
C:\Users\User\documents\data\generic_negative\gsc_five_be0f2293_nohash_0.wav,0,other,gsc,gsc:be0f2293,val,0,
C:\Users\User\documents\data\generic_negative\gsc_down_1d1fe0a0_nohash_1.wav,0,other,gsc,gsc:1d1fe0a0,train,0,
C:\Users\User\documents\data\generic_negative\gsc_eight_4c6167ca_nohash_5.wav,0,other,gsc,gsc:4c6167ca,test,0,
C:\Users\User\documents\data\generic_negative\gsc_house_facd97c0_nohash_0.wav,0,other,gsc,gsc:facd97c0,train,0,
C:\Users\User\documents\data\generic_negative\gsc_on_257e17e0_nohash_0.wav,0,other,gsc,gsc:257e17e0,test,0,
C:\Users\User\documents\data\generic_negative\gsc_bird_559bc36a_nohash_0.wav,0,other,gsc,gsc:559bc36a,train,0,
C:\Users\User\documents\data\generic_negative\gsc_follow_559bc36a_nohash_2.wav,0,other,gsc,gsc:559bc36a,train,0,
C:\Users\User\documents\data\generic_negative\gsc_forward_f30285c8_nohash_3.wav,0,other,gsc,gsc:f30285c8,train,0,
C:\Users\User\documents\data\generic_negative\gsc_bed_1970b130_nohash_0.wav,0,other,gsc,gsc:1970b130,train,0,
C:\Users\User\documents\data\generic_negative\gsc_nine_b5552931_nohash_1.wav,0,other,gsc,gsc:b5552931,test,0,
C:\Users\User\documents\data\generic_negative\gsc_cat_380abbad_nohash_0.wav,0,other,gsc,gsc:380abbad,test,0,
C:\Users\User\documents\data\generic_negative\gsc_dog_74551073_nohash_1.wav,0,other,gsc,gsc:74551073,test,0,
C:\Users\User\documents\data\generic_negative\gsc_visual_1b5ba788_nohash_1.wav,0,other,gsc,gsc:1b5ba788,val,0,
C:\Users\User\documents\data\generic_negative\gsc_five_a7dd45cf_nohash_0.wav,0,other,gsc,gsc:a7dd45cf,train,0,
C:\Users\User\documents\data\generic_negative\gsc_house_936de313_nohash_0.wav,0,other,gsc,gsc:936de313,train,0,
C:\Users\User\documents\data\generic_negative\gsc_happy_2250f5f2_nohash_1.wav,0,other,gsc,gsc:2250f5f2,train,0,
C:\Users\User\documents\data\generic_negative\gsc_go_8b25410a_nohash_2.wav,0,other,gsc,gsc:8b25410a,train,0,
C:\Users\User\documents\data\generic_negative\gsc_sheila_0f2442b6_nohash_1.wav,0,other,gsc,gsc:0f2442b6,train,0,
C:\Users\User\documents\data\generic_negative\gsc_forward_ac9dee0e_nohash_1.wav,0,other,gsc,gsc:ac9dee0e,train,0,
C:\Users\User\documents\data\generic_negative\gsc_visual_e49428d9_nohash_1.wav,0,other,gsc,gsc:e49428d9,train,0,
C:\Users\User\documents\data\generic_negative\gsc_backward_0b7ee1a0_nohash_2.wav,0,other,gsc,gsc:0b7ee1a0,train,0,
C:\Users\User\documents\data\generic_negative\gsc_dog_876c84d6_nohash_0.wav,0,other,gsc,gsc:876c84d6,train,0,
C:\Users\User\documents\data\generic_negative\gsc_bird_d926bb17_nohash_0.wav,0,other,gsc,gsc:d926bb17,test,0,
C:\Users\User\documents\data\generic_negative\gsc_follow_ff2b842e_nohash_3.wav,0,other,gsc,gsc:ff2b842e,train,0,
C:\Users\User\documents\data\generic_negative\gsc_on_ff2b842e_nohash_3.wav,0,other,gsc,gsc:ff2b842e,train,0,
C:\Users\User\documents\data\generic_negative\gsc_stop_fa7895de_nohash_1.wav,0,other,gsc,gsc:fa7895de,val,0,
C:\Users\User\documents\data\generic_negative\gsc_forward_435695e3_nohash_2.wav,0,other,gsc,gsc:435695e3,train,0,
C:\Users\User\documents\data\generic_negative\gsc_forward_30060aba_nohash_2.wav,0,other,gsc,gsc:30060aba,test,0,
C:\Users\User\documents\data\generic_negative\gsc_nine_afabfa0e_nohash_1.wav,0,other,gsc,gsc:afabfa0e,train,0,
C:\Users\User\documents\data\generic_negative\gsc_five_62f05757_nohash_2.wav,0,other,gsc,gsc:62f05757,train,0,
C:\Users\User\documents\data\generic_negative\gsc_marvin_eee5e541_nohash_0.wav,0,other,gsc,gsc:eee5e541,train,0,
C:\Users\User\documents\data\generic_negative\gsc_five_7b301939_nohash_1.wav,0,other,gsc,gsc:7b301939,test,0,
C:\Users\User\documents\data\generic_negative\gsc_bird_533c6564_nohash_0.wav,0,other,gsc,gsc:533c6564,val,0,
C:\Users\User\documents\data\generic_negative\gsc_follow_bbf38549_nohash_4.wav,0,other,gsc,gsc:bbf38549,train,0,
C:\Users\User\documents\data\generic_negative\gsc_off_bbf38549_nohash_0.wav,0,other,gsc,gsc:bbf38549,train,0,
C:\Users\User\documents\data\generic_negative\gsc_learn_a929f9b9_nohash_0.wav,0,other,gsc,gsc:a929f9b9,train,0,
C:\Users\User\documents\data\generic_negative\gsc_backward_ef77b778_nohash_2.wav,0,other,gsc,gsc:ef77b778,train,0,
C:\Users\User\documents\data\generic_negative\gsc_backward_ef77b778_nohash_4.wav,0,other,gsc,gsc:ef77b778,train,0,
C:\Users\User\documents\data\generic_negative\gsc_yes_e53139ad_nohash_2.wav,0,other,gsc,gsc:e53139ad,test,0,
C:\Users\User\documents\data\generic_negative\gsc_eight_beb458a4_nohash_1.wav,0,other,gsc,gsc:beb458a4,train,0,
C:\Users\User\documents\data\generic_negative\gsc_bed_a24582a0_nohash_0.wav,0,other,gsc,gsc:a24582a0,val,0,
C:\Users\User\documents\data\generic_negative\gsc_yes_3d794813_nohash_1.wav,0,other,gsc,gsc:3d794813,train,0,
C:\Users\User\documents\data\generic_negative\gsc_backward_578d3efb_nohash_1.wav,0,other,gsc,gsc:578d3efb,train,0,
C:\Users\User\documents\data\generic_negative\gsc_zero_92a9c5e6_nohash_1.wav,0,other,gsc,gsc:92a9c5e6,train,0,
C:\Users\User\documents\data\generic_negative\gsc_cat_1a4259c3_nohash_0.wav,0,other,gsc,gsc:1a4259c3,test,0,
C:\Users\User\documents\data\generic_negative\gsc_forward_dcbfe008_nohash_1.wav,0,other,gsc,gsc:dcbfe008,train,0,
C:\Users\User\documents\data\generic_negative\gsc_eight_c351e611_nohash_2.wav,0,other,gsc,gsc:c351e611,train,0,
C:\Users\User\documents\data\generic_negative\gsc_forward_c351e611_nohash_2.wav,0,other,gsc,gsc:c351e611,train,0,
C:\Users\User\documents\data\generic_negative\gsc_happy_c351e611_nohash_0.wav,0,other,gsc,gsc:c351e611,train,0,
C:\Users\User\documents\data\generic_negative\gsc_go_28e47b1a_nohash_4.wav,0,other,gsc,gsc:28e47b1a,train,0,
C:\Users\User\documents\data\generic_negative\gsc_eight_651d108f_nohash_0.wav,0,other,gsc,gsc:651d108f,val,0,
C:\Users\User\documents\data\generic_negative\gsc_forward_893705bb_nohash_2.wav,0,other,gsc,gsc:893705bb,train,0,
C:\Users\User\documents\data\generic_negative\gsc_down_ceef6d96_nohash_1.wav,0,other,gsc,gsc:ceef6d96,train,0,
C:\Users\User\documents\data\generic_negative\gsc_follow_89947bd7_nohash_4.wav,0,other,gsc,gsc:89947bd7,train,0,
C:\Users\User\documents\data\generic_negative\gsc_dog_e57d35bc_nohash_0.wav,0,other,gsc,gsc:e57d35bc,train,0,
C:\Users\User\documents\data\generic_negative\gsc_seven_e57d35bc_nohash_1.wav,0,other,gsc,gsc:e57d35bc,train,0,
C:\Users\User\documents\data\generic_negative\gsc_bed_93ec8b84_nohash_0.wav,0,other,gsc,gsc:93ec8b84,train,0,
C:\Users\User\documents\data\generic_negative\gsc_bird_042ea76c_nohash_0.wav,0,other,gsc,gsc:042ea76c,train,0,
C:\Users\User\documents\data\generic_negative\gsc_eight_679463fc_nohash_3.wav,0,other,gsc,gsc:679463fc,val,0,
C:\Users\User\documents\data\generic_negative\gsc_forward_679463fc_nohash_0.wav,0,other,gsc,gsc:679463fc,val,0,
C:\Users\User\documents\data\generic_negative\gsc_four_a7acbbeb_nohash_2.wav,0,other,gsc,gsc:a7acbbeb,train,0,
C:\Users\User\documents\data\generic_negative\gsc_eight_2fee065a_nohash_0.wav,0,other,gsc,gsc:2fee065a,train,0,
C:\Users\User\documents\data\generic_negative\gsc_happy_f1b35ace_nohash_0.wav,0,other,gsc,gsc:f1b35ace,train,0,
C:\Users\User\documents\data\generic_negative\gsc_three_de040337_nohash_0.wav,0,other,gsc,gsc:de040337,train,0,
C:\Users\User\documents\data\generic_negative\gsc_tree_e0ff1e9c_nohash_0.wav,0,other,gsc,gsc:e0ff1e9c,train,0,
C:\Users\User\documents\data\generic_negative\gsc_eight_15f04ff8_nohash_0.wav,0,other,gsc,gsc:15f04ff8,train,0,
C:\Users\User\documents\data\generic_negative\gsc_tree_15f04ff8_nohash_0.wav,0,other,gsc,gsc:15f04ff8,train,0,
C:\Users\User\documents\data\generic_negative\gsc_go_0d82fd99_nohash_3.wav,0,other,gsc,gsc:0d82fd99,train,0,
C:\Users\User\documents\data\generic_negative\gsc_up_43fc47a7_nohash_1.wav,0,other,gsc,gsc:43fc47a7,val,0,
C:\Users\User\documents\data\generic_negative\gsc_bed_3df9a3d4_nohash_0.wav,0,other,gsc,gsc:3df9a3d4,val,0,
C:\Users\User\documents\data\generic_negative\gsc_dog_b83c1acf_nohash_0.wav,0,other,gsc,gsc:b83c1acf,val,0,
C:\Users\User\documents\data\generic_negative\gsc_bird_8fe67225_nohash_0.wav,0,other,gsc,gsc:8fe67225,train,0,
C:\Users\User\documents\data\generic_negative\gsc_cat_1c84a139_nohash_0.wav,0,other,gsc,gsc:1c84a139,train,0,
C:\Users\User\documents\data\generic_negative\gsc_four_7014b07e_nohash_1.wav,0,other,gsc,gsc:7014b07e,train,0,
C:\Users\User\documents\data\generic_negative\gsc_happy_d952a17e_nohash_0.wav,0,other,gsc,gsc:d952a17e,train,0,
C:\Users\User\documents\data\generic_negative\gsc_five_2b5e346d_nohash_2.wav,0,other,gsc,gsc:2b5e346d,train,0,
C:\Users\User\documents\data\generic_negative\gsc_three_2b5e346d_nohash_3.wav,0,other,gsc,gsc:2b5e346d,train,0,
C:\Users\User\documents\data\generic_negative\gsc_eight_ad6a46f1_nohash_0.wav,0,other,gsc,gsc:ad6a46f1,test,0,
C:\Users\User\documents\data\generic_negative\gsc_bed_0b56bcfe_nohash_0.wav,0,other,gsc,gsc:0b56bcfe,test,0,
C:\Users\User\documents\data\generic_negative\gsc_right_dea820ce_nohash_3.wav,0,other,gsc,gsc:dea820ce,train,0,
C:\Users\User\documents\data\generic_negative\gsc_bed_41474817_nohash_0.wav,0,other,gsc,gsc:41474817,train,0,
C:\Users\User\documents\data\generic_negative\gsc_yes_e57abea3_nohash_0.wav,0,other,gsc,gsc:e57abea3,val,0,
C:\Users\User\documents\data\generic_negative\gsc_house_dce05676_nohash_0.wav,0,other,gsc,gsc:dce05676,test,0,
C:\Users\User\documents\data\generic_negative\gsc_five_2d82a556_nohash_1.wav,0,other,gsc,gsc:2d82a556,train,0,
C:\Users\User\documents\data\generic_negative\gsc_bird_70b0ccf4_nohash_0.wav,0,other,gsc,gsc:70b0ccf4,test,0,
C:\Users\User\documents\data\generic_negative\gsc_wow_06f6c194_nohash_0.wav,0,other,gsc,gsc:06f6c194,val,0,
C:\Users\User\documents\data\generic_negative\gsc_down_3c8dc702_nohash_0.wav,0,other,gsc,gsc:3c8dc702,train,0,
C:\Users\User\documents\data\generic_negative\gsc_backward_cc3b5b62_nohash_2.wav,0,other,gsc,gsc:cc3b5b62,train,0,
C:\Users\User\documents\data\generic_negative\gsc_house_645ed69d_nohash_0.wav,0,other,gsc,gsc:645ed69d,test,0,
C:\Users\User\documents\data\generic_negative\gsc_backward_ef3367d9_nohash_2.wav,0,other,gsc,gsc:ef3367d9,train,0,
C:\Users\User\documents\data\generic_negative\gsc_on_f192e6b4_nohash_0.wav,0,other,gsc,gsc:f192e6b4,train,0,
C:\Users\User\documents\data\generic_negative\gsc_cat_66cff190_nohash_1.wav,0,other,gsc,gsc:66cff190,train,0,
C:\Users\User\documents\data\generic_negative\gsc_four_79903546_nohash_0.wav,0,other,gsc,gsc:79903546,train,0,
C:\Users\User\documents\data\generic_negative\gsc_house_363c6bad_nohash_1.wav,0,other,gsc,gsc:363c6bad,train,0,
C:\Users\User\documents\data\generic_negative\gsc_go_cc2f1a85_nohash_1.wav,0,other,gsc,gsc:cc2f1a85,train,0,
C:\Users\User\documents\data\generic_negative\gsc_happy_07089da9_nohash_0.wav,0,other,gsc,gsc:07089da9,train,0,
C:\Users\User\documents\data\generic_negative\gsc_off_f1d36c53_nohash_0.wav,0,other,gsc,gsc:f1d36c53,val,0,
C:\Users\User\documents\data\generic_negative\gsc_five_b55a09be_nohash_0.wav,0,other,gsc,gsc:b55a09be,test,0,
C:\Users\User\documents\data\generic_negative\gsc_learn_833d9f56_nohash_2.wav,0,other,gsc,gsc:833d9f56,train,0,
C:\Users\User\documents\data\generic_negative\gsc_follow_4995d875_nohash_3.wav,0,other,gsc,gsc:4995d875,train,0,
C:\Users\User\documents\data\generic_negative\gsc_learn_31f01a8d_nohash_0.wav,0,other,gsc,gsc:31f01a8d,test,0,
C:\Users\User\documents\data\generic_negative\gsc_bird_129c7d8d_nohash_0.wav,0,other,gsc,gsc:129c7d8d,train,0,
C:\Users\User\documents\data\generic_negative\gsc_learn_b8874962_nohash_0.wav,0,other,gsc,gsc:b8874962,train,0,
C:\Users\User\documents\data\generic_negative\gsc_tree_5d9bb361_nohash_0.wav,0,other,gsc,gsc:5d9bb361,train,0,
C:\Users\User\documents\data\generic_negative\gsc_bed_88a487ce_nohash_0.wav,0,other,gsc,gsc:88a487ce,train,0,
C:\Users\User\documents\data\generic_negative\gsc_five_45864319_nohash_1.wav,0,other,gsc,gsc:45864319,train,0,
C:\Users\User\documents\data\generic_negative\gsc_follow_1496195a_nohash_4.wav,0,other,gsc,gsc:1496195a,train,0,
C:\Users\User\documents\data\generic_negative\gsc_dog_3dfd6c23_nohash_0.wav,0,other,gsc,gsc:3dfd6c23,train,0,
C:\Users\User\documents\data\generic_negative\gsc_backward_211b928a_nohash_4.wav,0,other,gsc,gsc:211b928a,train,0,
C:\Users\User\documents\data\generic_negative\gsc_six_fbb56351_nohash_3.wav,0,other,gsc,gsc:fbb56351,train,0,
C:\Users\User\documents\data\generic_negative\gsc_cat_5ff3f9a1_nohash_0.wav,0,other,gsc,gsc:5ff3f9a1,train,0,
C:\Users\User\documents\data\generic_negative\gsc_dog_97101ef3_nohash_0.wav,0,other,gsc,gsc:97101ef3,test,0,
C:\Users\User\documents\data\generic_negative\gsc_forward_5a5721f8_nohash_0.wav,0,other,gsc,gsc:5a5721f8,train,0,
C:\Users\User\documents\data\generic_negative\gsc_house_d312f481_nohash_0.wav,0,other,gsc,gsc:d312f481,train,0,
C:\Users\User\documents\data\generic_negative\gsc_on_837a0f64_nohash_4.wav,0,other,gsc,gsc:837a0f64,train,0,
C:\Users\User\documents\data\generic_negative\gsc_four_9a356ab9_nohash_0.wav,0,other,gsc,gsc:9a356ab9,test,0,
C:\Users\User\documents\data\generic_negative\gsc_go_af6fbbf5_nohash_2.wav,0,other,gsc,gsc:af6fbbf5,test,0,
C:\Users\User\documents\data\generic_negative\gsc_backward_45692b02_nohash_0.wav,0,other,gsc,gsc:45692b02,val,0,
C:\Users\User\documents\data\generic_negative\gsc_follow_45692b02_nohash_1.wav,0,other,gsc,gsc:45692b02,val,0,
C:\Users\User\documents\data\generic_negative\gsc_forward_45692b02_nohash_0.wav,0,other,gsc,gsc:45692b02,val,0,
C:\Users\User\documents\data\generic_negative\gsc_five_8dc18a75_nohash_4.wav,0,other,gsc,gsc:8dc18a75,train,0,
C:\Users\User\documents\data\generic_negative\gsc_four_2748cce7_nohash_1.wav,0,other,gsc,gsc:2748cce7,train,0,
C:\Users\User\documents\data\generic_negative\gsc_forward_a04817c2_nohash_4.wav,0,other,gsc,gsc:a04817c2,train,0,
C:\Users\User\documents\data\generic_negative\gsc_learn_b5cf6ea8_nohash_1.wav,0,other,gsc,gsc:b5cf6ea8,test,0,
C:\Users\User\documents\data\generic_negative\gsc_dog_26b28ea7_nohash_2.wav,0,other,gsc,gsc:26b28ea7,val,0,
C:\Users\User\documents\data\generic_negative\gsc_four_cfde27ba_nohash_1.wav,0,other,gsc,gsc:cfde27ba,train,0,
C:\Users\User\documents\data\generic_negative\gsc_backward_4fd1443e_nohash_0.wav,0,other,gsc,gsc:4fd1443e,train,0,
C:\Users\User\documents\data\generic_negative\gsc_down_4fd1443e_nohash_1.wav,0,other,gsc,gsc:4fd1443e,train,0,
C:\Users\User\documents\data\generic_negative\gsc_seven_4a803e67_nohash_0.wav,0,other,gsc,gsc:4a803e67,train,0,
C:\Users\User\documents\data\generic_negative\gsc_left_f3d06008_nohash_0.wav,0,other,gsc,gsc:f3d06008,train,0,
C:\Users\User\documents\data\generic_negative\gsc_left_f3d06008_nohash_3.wav,0,other,gsc,gsc:f3d06008,train,0,
C:\Users\User\documents\data\generic_negative\gsc_nine_f0522ff4_nohash_3.wav,0,other,gsc,gsc:f0522ff4,train,0,
C:\Users\User\documents\data\generic_negative\gsc_visual_f0522ff4_nohash_1.wav,0,other,gsc,gsc:f0522ff4,train,0,
C:\Users\User\documents\data\generic_negative\gsc_go_6124b431_nohash_2.wav,0,other,gsc,gsc:6124b431,val,0,
C:\Users\User\documents\data\generic_negative\gsc_eight_b69fe0e2_nohash_4.wav,0,other,gsc,gsc:b69fe0e2,train,0,
C:\Users\User\documents\data\generic_negative\gsc_nine_20fd451f_nohash_0.wav,0,other,gsc,gsc:20fd451f,test,0,
C:\Users\User\documents\data\generic_negative\gsc_two_f810e799_nohash_0.wav,0,other,gsc,gsc:f810e799,train,0,
C:\Users\User\documents\data\generic_negative\gsc_five_3d9bbe2d_nohash_2.wav,0,other,gsc,gsc:3d9bbe2d,train,0,
C:\Users\User\documents\data\generic_negative\gsc_zero_27b03931_nohash_0.wav,0,other,gsc,gsc:27b03931,train,0,
C:\Users\User\documents\data\generic_negative\gsc_learn_00970ce1_nohash_0.wav,0,other,gsc,gsc:00970ce1,train,0,
C:\Users\User\documents\data\generic_negative\gsc_cat_dca2797e_nohash_0.wav,0,other,gsc,gsc:dca2797e,train,0,
C:\Users\User\documents\data\generic_negative\gsc_on_dca2797e_nohash_1.wav,0,other,gsc,gsc:dca2797e,train,0,
